fips,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
05057,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05059,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05061,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05063,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05065,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05067,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05069,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05071,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05073,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05075,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05077,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05079,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05081,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05083,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05085,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05087,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05089,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05091,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05093,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05095,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05097,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05099,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05101,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05103,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05105,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
05107,,,,,,,0.12015189845511115,0.11904958746011013,0.10813670860960004,0.10257003808484488,0.10444396677634663,0.10494000672409708,0.10808159305984998,0.12566345343011626,0.22542259847770854,0.2640034833027442,0.2017229120851866,0.20254964533143738,0.20530542281893993,0.25408268434773507,0.31774114430904393,0.3003797461377779,0.2832939257152621,0.2703417715240001,0.2860497032027646,0.2582163505789889,0.23644570842771873,0.24857112937272996,0.2739242822577534,0.2612477058152417,0.24636650738272792,0.2551849953427361,0.23589455293021822,0.21550179952269935,0.24967344036773098,0.2899077916852682,0.3240794325302998,0.2998285906402774,0.2910101026802692,0.2910101026802692,0.2645546388002447,0.2689638827802488,0.2502245958652315,0.2755777487502549,0.3042378346202814,0.334000231485309,0.37147880531534366,0.48722145979045073,0.9369643457508667,0.7032744148106506,0.559973985460518,0.7749246294857168,0.7440599216256883,0.7054790368006526,0.6735120179456231,0.6348539713509372,0.5126187051152742,0.4876623841884511,0.5664665972210741,0.5128391673142745,0.4633343805287786,0.804213032622894,1.0352353709552076
